"","Checkin_Monday","Checkin_Tuesday","Checkin_Wednesday","Checkin_Thursday","Checkin_Friday","Checkin_Saturday","Checkin_Sunday"
"18174",7,12,13,12,14,10,8
"18175",125,108,102,118,159,395,423
"18176",7,20,22,22,33,49,76
"18177",6,8,4,12,5,9,5
"18178",12,15,10,8,10,11,15
"18179",1,1,1,2,5,4,1
"18180",3,4,2,4,5,4,8
"18181",0,1,0,2,4,7,0
"18182",7,14,3,16,7,6,6
"18183",5,6,3,6,10,17,14
"18184",21,27,33,24,32,51,52
"18185",27,22,23,33,39,62,69
"18186",2,3,4,13,3,1,3
"18187",7,9,11,10,20,21,15
"18188",7,13,5,11,7,18,17
"18189",169,136,131,124,131,197,237
"18190",0,4,1,2,4,7,5
"18191",1,1,1,0,2,3,2
"18192",11,13,12,16,15,19,2
"18193",20,21,34,32,36,23,27
"18194",8,7,7,3,6,5,9
"18195",1,0,0,0,3,3,3
"18196",84,68,108,79,95,85,66
"18197",17,16,13,10,10,17,22
"18198",3,5,11,1,6,4,0
"18199",21,28,20,20,57,84,29
"18200",1,6,5,4,3,12,10
"18201",1,4,0,1,2,0,0
"18202",25,51,64,74,99,216,424
"18203",3,7,6,8,8,10,11
"18204",8,21,11,16,21,28,21
"18205",1,1,4,1,5,9,7
"18206",72,84,77,74,79,129,88
"18207",1,0,0,0,0,1,0
"18208",58,52,41,37,43,85,89
"18209",14,23,25,22,29,25,19
"18210",62,43,61,54,87,170,187
"18211",95,109,135,150,149,98,118
"18212",5,3,4,7,7,6,8
"18213",29,21,9,18,12,21,21
"18214",31,37,64,40,38,39,57
"18215",9,12,20,16,16,23,8
"18216",18,11,13,14,23,32,17
"18217",0,0,1,0,0,2,0
"18218",2,8,7,9,5,3,2
"18219",7,6,5,12,6,3,6
"18220",1,2,3,1,1,4,1
"18221",16,12,12,18,20,30,45
"18222",52,46,49,38,51,125,176
"18223",3,3,1,1,3,0,0
"18224",1,21,17,18,24,32,10
"18225",8,5,8,9,7,29,27
"18226",6,72,71,53,63,135,117
"18227",4,2,11,12,13,14,10
"18228",14,37,28,29,40,97,105
"18229",16,19,12,9,9,33,24
"18230",103,85,62,64,100,148,145
"18231",69,82,79,77,77,47,27
"18232",66,137,210,205,225,229,164
"18233",0,1,0,0,0,0,0
"18234",7,8,7,5,15,8,9
"18235",0,0,1,2,1,0,0
"18236",71,46,53,38,77,138,158
"18237",99,87,97,115,151,187,164
"18238",0,0,0,4,5,4,4
"18239",5,3,8,3,7,7,1
"18240",38,28,28,35,60,148,164
"18241",2,0,0,1,3,7,5
"18242",70,71,77,90,106,164,154
"18243",1,0,2,0,3,8,3
"18244",7,5,12,10,10,24,7
"18245",0,0,2,0,1,0,1
"18246",28,32,35,29,26,24,11
"18247",2,3,4,3,1,4,5
"18248",17,35,27,37,42,49,37
"18249",1,1,1,2,2,0,0
"18250",17,19,15,24,31,43,49
"18251",7,13,9,12,13,45,44
"18252",3,3,9,2,7,5,10
"18253",3,5,13,8,10,10,5
"18254",103,94,155,108,152,248,234
"18255",298,216,224,246,230,522,426
"18256",3,4,4,3,4,3,2
"18257",30,22,5,17,21,39,35
"18258",125,169,170,207,177,160,108
"18259",5,2,5,4,7,11,0
"18260",1,0,3,2,7,16,9
"18261",5,1,3,1,3,8,6
"18262",58,45,39,61,36,51,40
"18263",0,0,1,0,0,0,1
"18264",203,190,172,171,189,154,133
"18265",16,10,19,19,15,23,30
"18266",33,30,31,37,27,68,39
"18267",21,17,16,19,18,38,95
"18268",2,1,0,3,3,3,2
"18269",28,22,25,29,40,53,56
"18270",3,4,6,8,4,5,9
"18271",25,22,24,20,32,48,46
"18272",76,95,111,92,111,98,74
"18273",19,10,8,10,16,28,25
"18274",20,16,9,4,19,16,21
"18275",2,3,5,7,4,1,1
"18276",7,7,10,8,9,4,1
"18277",0,1,0,1,2,0,1
"18278",10,11,6,15,17,17,28
"18279",4,8,3,5,6,6,2
"18280",1,0,0,0,0,1,1
"18281",12,7,13,6,1,5,3
"18282",19,9,8,4,6,6,18
"18283",25,23,14,30,33,31,20
"18284",1,1,2,2,0,4,2
"18285",75,55,57,41,60,90,90
"18286",100,134,127,153,98,75,62
"18287",1,7,7,8,3,11,4
"18288",3,3,2,1,4,3,0
"18289",1,2,2,3,3,10,7
"18290",9,8,9,4,7,8,3
"18291",58,46,73,45,68,53,69
"18292",10,9,9,16,15,18,15
"18293",31,29,26,29,53,90,71
"18294",140,96,99,108,121,178,164
"18295",2,6,4,3,4,6,1
"18296",2,2,0,1,0,3,2
"18297",6,2,1,5,3,4,6
"18298",13,6,6,5,3,10,12
"18299",18,31,26,34,41,35,9
"18300",38,21,36,41,61,80,65
"18301",1,0,1,2,6,3,3
"18302",36,65,60,52,50,38,17
"18303",0,4,5,3,4,15,12
"18304",16,14,20,17,33,114,63
"18305",322,280,290,281,347,397,360
"18306",180,150,175,177,194,310,256
"18307",16,36,46,52,56,67,61
"18308",15,5,13,10,11,13,20
"18309",6,12,1,8,10,9,12
"18310",224,153,150,169,214,353,420
"18311",109,96,115,107,130,87,105
"18312",4,3,1,4,4,11,4
"18313",8,16,3,9,9,8,6
"18314",12,2,6,7,12,19,19
"18315",336,234,241,292,339,854,982
"18316",46,24,39,43,53,103,80
"18317",1,0,1,0,1,0,0
"18318",4,7,11,10,11,20,23
"18319",20,15,10,13,20,27,29
"18320",3,4,4,5,3,7,8
"18321",4,5,4,6,4,6,3
"18322",6,11,14,10,17,24,25
"18323",23,33,51,33,51,87,69
"18324",7,20,39,21,26,23,27
"18325",1,2,0,3,5,3,3
"18326",68,60,79,77,80,79,65
"18327",5,3,2,2,1,4,2
"18328",0,0,0,1,1,0,0
"18329",3,6,3,4,2,0,0
"18330",0,0,1,0,1,0,0
"18331",2,17,8,8,5,2,5
"18332",17,25,5,14,11,8,7
"18333",1,4,6,3,3,1,2
"18334",0,0,1,0,0,0,0
"18335",1,8,10,15,10,5,9
"18336",1,0,2,2,1,1,2
"18337",45,30,55,51,63,140,163
"18338",43,18,17,49,68,64,58
"18339",3,1,1,4,1,3,1
"18340",1,0,1,1,2,2,0
"18341",2,2,1,1,2,5,2
"18342",24,15,29,32,38,50,35
"18343",29,37,50,32,50,67,77
"18344",78,95,90,91,101,61,80
"18345",15,26,27,27,26,36,37
"18346",0,0,0,2,0,0,0
"18347",31,18,29,38,43,27,25
"18348",25,20,19,29,30,32,26
"18349",3,2,1,3,5,9,5
"18350",97,80,62,82,85,114,129
"18351",99,105,111,110,165,280,236
"18352",47,35,29,38,48,51,2
"18353",3,4,11,7,11,7,5
"18354",122,91,109,108,143,149,165
"18355",3,2,3,5,1,2,8
"18356",3,6,2,6,7,17,1
"18357",2,2,2,6,10,3,7
"18358",23,20,19,20,15,17,18
"18359",35,70,49,37,54,55,53
"18360",21,20,15,20,19,30,16
"18361",4,9,7,4,8,13,17
"18362",2,4,1,1,1,2,1
"18363",23,36,29,29,38,80,67
"18364",404,669,722,713,866,1687,1154
"18365",1,0,1,0,1,0,0
"18366",17,15,8,9,7,6,1
"18367",12,13,10,17,12,11,9
"18368",39,43,29,33,34,49,60
"18369",311,20,234,302,307,512,479
"18370",31,27,22,28,17,14,9
"18371",36,23,31,49,47,106,71
"18372",118,99,95,79,120,248,179
"18373",10,10,8,8,18,7,10
"18374",29,25,28,20,28,44,28
"18375",3,3,4,3,1,3,3
"18376",7,12,7,7,11,15,5
"18377",1,1,2,0,4,1,1
"18378",8,11,11,7,9,12,17
"18379",7,16,8,9,17,12,7
"18380",8,9,4,5,14,15,16
"18381",3,8,8,4,5,6,1
"18382",5,7,2,5,1,3,0
"18383",0,3,3,2,9,7,6
"18384",0,1,0,0,1,1,0
"18385",114,95,103,127,136,284,223
"18386",17,8,10,11,7,8,9
"18387",78,90,66,119,91,133,171
"18388",17,15,32,38,29,18,34
"18389",9,7,7,5,11,15,14
"18390",0,2,2,1,1,0,2
"18391",2,1,1,0,3,2,1
"18392",13,22,25,23,20,38,29
"18393",5,13,13,5,6,8,3
"18394",36,37,37,39,45,50,45
"18395",2,4,5,3,3,1,5
"18396",142,82,97,111,169,523,526
"18397",20,20,26,17,14,12,1
"18398",17,15,9,14,17,20,16
"18399",60,71,84,74,75,64,64
"18400",0,1,2,1,5,12,13
"18401",203,161,189,196,250,411,437
"18402",18,16,43,30,29,26,29
"18403",3,0,3,3,7,6,13
"18404",2,1,1,4,3,3,2
"18405",1,0,0,0,0,3,0
"18406",275,281,236,245,263,378,387
"18407",13,12,11,15,14,10,11
"18408",4,6,4,12,4,5,7
"18409",16,5,8,11,10,13,6
"18410",0,1,0,3,1,1,2
"18411",3,3,3,2,2,3,5
"18412",30,30,24,33,44,48,46
"18413",15,22,33,18,36,53,35
"18414",5,1,23,35,8,72,19
"18415",63,81,95,65,79,123,129
"18416",0,2,0,0,0,1,0
"18417",28,18,33,24,51,71,72
"18418",343,303,249,296,311,382,383
"18419",12,3,10,17,11,10,6
"18420",0,4,5,6,8,17,6
"18421",72,150,182,212,206,307,167
"18422",0,2,3,0,2,3,2
"18423",0,2,5,0,4,7,10
"18424",30,18,23,25,26,51,52
"18425",213,112,130,235,487,1185,916
"18426",79,88,97,81,107,167,148
"18427",5,1,3,2,5,9,6
"18428",3,6,6,5,7,7,0
"18429",3,0,2,6,1,0,4
"18430",6,11,3,8,8,10,11
"18431",11,16,13,12,18,22,22
"18432",11,10,2,6,31,32,24
"18433",72,82,90,85,113,99,25
"18434",2,8,2,4,3,1,6
"18435",14,14,19,29,15,62,49
"18436",5,5,4,6,12,3,5
"18437",4,1,1,1,2,0,1
"18438",47,39,54,48,50,64,49
"18439",12,11,12,7,13,19,21
"18440",0,0,1,0,0,2,0
"18441",2,0,0,0,1,3,2
"18442",1,1,4,0,1,2,2
"18443",3,7,5,8,4,18,14
"18444",49,61,53,49,65,86,73
"18445",0,0,4,1,3,3,2
"18446",6,7,5,5,9,8,16
"18447",5,3,2,2,2,0,1
"18448",1,3,4,2,0,4,5
"18449",32,24,27,23,35,53,41
"18450",21,13,14,10,21,39,51
"18451",1,2,0,0,2,0,0
"18452",5,3,5,3,6,10,2
"18453",21,26,20,24,29,19,30
"18454",27,10,13,21,20,29,19
"18455",13,8,16,9,8,22,15
"18456",167,131,141,150,195,355,365
"18457",3,1,3,4,3,5,3
"18458",0,0,1,0,0,18,2
"18459",8,5,6,5,8,9,9
"18460",4,9,7,8,13,15,7
"18461",131,190,150,169,183,302,375
"18462",0,2,2,2,0,3,0
"18463",4,2,2,4,4,4,5
"18464",425,190,203,218,443,602,806
"18465",36,26,31,45,46,145,154
"18466",1,4,4,6,3,5,9
"18467",3,4,2,4,2,10,2
"18468",379,290,321,334,353,422,413
"18469",2,15,23,15,8,18,22
"18470",2,3,4,4,3,7,6
"18471",1,1,4,4,8,11,13
"18472",17,15,23,20,24,30,28
"18473",14,12,7,10,14,13,12
"18474",42,48,41,50,56,81,77
"18475",1,3,1,1,1,1,5
"18476",0,7,7,1,6,3,1
"18477",9,16,11,51,16,38,29
"18478",0,0,1,0,1,0,0
"18479",68,57,47,69,71,89,86
"18480",7,0,6,3,5,4,5
"18481",36,56,146,91,56,87,101
"18482",76,87,98,67,91,86,106
"18483",13,14,44,36,25,3,1
"18484",6,6,6,10,11,14,11
"18485",0,0,1,0,1,1,121
"18486",0,0,1,0,1,3,2
"18487",1,0,0,1,1,3,0
"18488",2,0,0,0,1,0,2
"18489",11,12,29,17,29,38,25
"18490",1,0,0,0,0,0,1
"18491",10,9,18,12,11,9,8
"18492",2,0,0,4,0,0,1
"18493",7,8,5,11,9,6,1
"18494",1,20,47,50,50,95,41
"18495",7,7,5,2,6,0,3
"18496",31,37,53,38,78,87,54
"18497",0,8,21,5,21,27,9
"18498",4,1,6,6,11,10,13
"18499",20,51,46,44,42,68,33
"18500",2,2,9,5,6,0,2
"18501",0,1,0,1,1,1,1
"18502",23,17,28,23,29,48,35
"18503",1,0,0,0,0,0,0
"18504",2,0,1,1,0,2,1
"18505",0,4,1,1,2,1,2
"18506",8,15,11,6,16,14,6
"18507",79,97,63,54,66,71,97
"18508",10,7,10,10,9,9,4
"18509",162,100,78,102,140,261,294
"18510",68,72,159,64,95,97,90
"18511",106,71,60,97,129,186,177
"18512",187,145,144,159,226,320,285
"18513",0,0,1,0,0,1,2
"18514",34,32,26,20,39,70,45
"18515",2,0,0,0,0,1,0
"18516",27,24,22,15,17,32,33
"18517",23,17,9,20,22,23,25
"18518",9,8,9,3,14,20,15
"18519",72,32,41,69,53,149,132
"18520",108,141,141,153,193,257,219
"18521",65,50,42,25,48,49,29
"18522",55,43,48,57,44,12,8
"18523",645,531,587,583,652,1090,1298
"18524",30,37,28,26,33,38,32
"18525",69,86,79,119,152,250,210
"18526",13,11,20,12,20,31,35
"18527",5,1,8,5,4,3,5
"18528",60,67,65,82,95,52,19
"18529",0,0,0,1,0,1,1
"18530",48,54,57,51,61,86,97
"18531",3,1,2,1,1,2,1
"18532",2,1,3,1,1,0,0
"18533",9,5,7,5,4,0,7
"18534",27,31,34,29,30,22,46
"18535",8,2,15,11,22,59,45
"18536",62,61,61,56,48,62,71
"18537",104,73,117,81,91,187,216
"18538",2,4,3,3,3,2,3
"18539",12,8,16,14,23,59,55
"18540",2,1,2,0,1,6,1
"18541",59,39,38,38,31,63,78
"18542",81,75,88,88,98,152,131
"18543",1,6,3,5,4,12,15
"18544",4,24,25,24,44,64,63
"18545",0,3,0,0,2,2,0
"18546",4,0,1,1,2,3,0
"18547",5,2,4,1,6,5,1
"18548",1,0,2,4,3,0,5
"18549",0,1,1,0,2,6,4
"18550",3,2,0,1,1,2,1
"18551",0,0,4,1,5,5,5
"18552",2,1,1,2,0,7,1
"18553",3,6,17,14,14,33,33
"18554",0,1,0,2,0,0,0
"18555",92,86,85,89,93,76,64
"18556",2,0,2,0,0,5,1
"18557",101,100,117,139,147,158,176
"18558",21,25,25,23,32,38,40
"18559",1,0,2,0,0,0,0
"18560",38,34,25,28,30,69,71
"18561",8,7,5,13,18,8,5
"18562",24,26,32,12,17,16,10
"18563",210,155,202,205,235,330,390
"18564",58,71,66,70,88,129,88
"18565",94,63,74,79,87,91,105
"18566",0,0,0,2,2,2,3
"18567",4,5,3,5,5,9,16
"18568",52,76,111,81,112,104,28
"18569",12,7,6,4,9,14,12
"18570",19,27,27,14,27,18,23
"18571",54,47,45,55,60,97,98
"18572",21,28,32,25,46,58,67
"18573",15,11,17,22,13,24,27
"18574",30,26,16,24,26,39,36
"18575",4,5,2,5,4,4,3
"18576",12,15,12,5,6,1,1
"18577",3,1,5,4,6,11,3
"18578",44,33,39,41,46,71,70
"18579",5,2,4,2,6,1,4
"18580",117,103,142,159,152,223,213
"18581",172,178,164,214,571,352,226
"18582",0,3,0,0,1,2,1
"18583",15,19,26,17,14,16,19
"18584",84,102,93,109,105,90,117
"18585",30,29,36,49,45,100,113
"18586",0,0,2,0,3,10,2
"18587",0,3,0,1,1,2,0
"18588",25,18,28,36,29,40,39
"18589",4,9,5,12,21,18,16
"18590",1,2,0,0,1,0,2
"18591",1,0,0,0,0,1,0
"18592",2,4,2,4,1,3,4
"18593",13,12,12,9,7,6,0
"18594",67,67,135,76,110,118,128
"18595",5,8,10,7,10,7,5
"18596",4,3,2,6,5,10,4
"18597",36,41,31,36,39,83,85
"18598",1,2,2,0,3,3,0
"18599",13,15,25,16,19,14,19
"18600",8,7,12,12,8,25,16
"18601",4,5,2,1,2,5,5
"18602",11,19,26,29,26,34,6
"18603",10,64,97,89,113,152,38
"18604",55,51,40,45,42,58,37
"18605",1,0,1,2,6,8,1
"18606",0,0,0,0,1,2,0
"18607",9,6,7,16,12,10,8
"18608",63,83,61,55,109,142,111
"18609",73,61,68,85,78,128,152
"18610",1,0,0,1,4,2,0
"18611",0,4,0,1,0,4,3
"18612",1,2,2,3,0,3,1
"18613",0,0,0,1,0,0,0
"18614",0,0,0,1,1,2,1
"18615",1,1,2,5,5,0,4
"18616",8,15,19,11,21,8,13
"18617",2,1,0,0,1,1,0
"18618",3,1,4,4,2,5,1
"18619",9,4,9,6,8,12,14
"18620",9,17,6,20,12,23,17
"18621",1,0,2,1,1,3,0
"18622",0,0,0,0,0,2,1
"18623",29,23,22,19,20,21,26
"18624",10,11,13,14,9,36,33
"18625",18,20,25,23,15,21,18
"18626",296,236,273,265,244,324,329
"18627",2,0,3,3,2,0,0
"18628",136,148,142,129,138,129,23
"18629",14,32,30,21,28,25,23
"18630",12,11,11,9,8,21,14
"18631",2,6,5,10,11,17,14
"18632",12,7,7,15,8,12,7
"18633",165,161,166,161,148,177,169
"18634",19,18,14,3,17,18,18
"18635",10,10,13,11,7,12,8
"18636",3,2,0,1,0,1,1
"18637",17,26,18,18,25,32,35
"18638",0,0,1,3,1,1,3
"18639",110,63,75,86,121,143,148
"18640",6,5,4,7,10,4,0
"18641",28,17,32,31,42,57,64
"18642",70,69,97,80,169,396,404
"18643",7,1,2,5,4,6,9
"18644",2,6,7,1,4,2,2
"18645",13,24,20,21,24,34,40
"18646",132,110,102,96,116,206,164
"18647",0,1,1,0,3,5,2
"18648",1,0,0,0,2,0,0
"18649",4,10,7,4,17,3,4
"18650",22,15,29,37,36,65,44
"18651",2,3,3,6,10,7,6
"18652",58,67,64,75,88,131,113
"18653",3,2,2,3,4,0,1
"18654",153,95,135,138,216,505,548
"18655",23,16,15,17,25,19,13
"18656",17,23,26,35,30,21,32
"18657",5,2,1,4,5,3,5
"18658",2,2,3,1,3,1,4
"18659",0,1,0,3,1,0,0
"18660",6,3,4,3,3,3,3
"18661",0,2,1,1,0,2,4
"18662",1,2,4,5,5,2,2
"18663",83,80,89,92,92,77,42
"18664",35,49,46,73,90,106,79
"18665",0,0,0,2,1,1,0
"18666",8,7,7,5,5,5,6
"18667",4,1,2,1,3,0,1
"18668",1,7,4,0,2,6,2
"18669",63,72,60,52,64,80,45
"18670",29,12,2,15,24,31,37
"18671",0,0,0,0,1,1,0
"18672",2,0,6,4,2,4,8
"18673",17,31,34,30,32,47,19
"18674",0,0,1,3,0,1,3
"18675",5,3,10,5,9,10,8
"18676",0,0,0,0,1,0,0
"18677",3,0,3,0,13,7,7
"18678",2,0,1,2,0,0,0
"18679",25,38,45,34,57,82,86
"18680",1,0,1,3,4,5,3
"18681",17,33,23,26,45,48,38
"18682",8,14,16,27,33,16,11
"18683",5,9,15,22,23,22,22
"18684",1,1,0,2,1,0,0
"18685",0,0,0,0,0,0,1
"18686",2,1,1,3,3,3,5
"18687",37,31,43,39,54,69,71
"18688",102,108,92,123,141,226,194
"18689",0,0,0,0,1,1,0
"18690",2,2,3,2,3,6,0
"18691",10,7,13,9,14,8,11
"18692",32,23,34,23,20,9,5
"18693",0,0,0,2,0,3,4
"18694",0,0,1,1,1,1,4
"18695",6,24,12,4,6,30,31
"18696",6,7,12,9,6,14,17
"18697",86,87,168,125,148,290,285
"18698",10,7,6,2,8,8,8
"18699",2,6,3,3,1,0,2
"18700",58,47,60,60,51,82,89
"18701",0,1,0,0,0,2,1
"18702",6,0,1,1,0,2,2
"18703",11,16,11,14,8,10,7
"18704",18,12,10,18,19,27,20
"18705",2,1,0,0,1,2,0
"18706",161,114,211,164,161,195,184
"18707",75,87,85,96,107,189,164
"18708",34,59,18,38,43,53,63
"18709",3,1,9,11,16,21,48
"18710",5,4,8,10,8,8,10
"18711",1,3,5,5,6,1,3
"18712",7,5,11,6,5,16,23
"18713",13,11,13,8,10,9,10
"18714",2,1,0,0,2,0,0
"18715",1,3,2,2,2,2,3
"18716",311,265,273,273,336,383,348
"18717",62,32,43,56,63,133,142
"18718",4,3,7,6,13,21,19
"18719",32,28,52,48,34,51,44
"18720",24,33,40,31,28,19,23
"18721",3,1,2,3,1,2,2
"18722",45,39,41,43,50,37,33
"18723",52,65,61,57,102,134,116
"18724",48,34,39,60,57,181,178
"18725",0,2,1,6,2,2,6
"18726",6,9,8,10,12,17,1
"18727",9,21,12,30,26,42,11
"18728",0,0,1,0,0,0,0
"18729",15,24,21,32,28,24,25
"18730",160,204,200,178,246,348,359
"18731",20,35,51,68,89,147,186
"18732",47,58,49,39,55,63,66
"18733",10,6,9,12,11,17,12
"18734",2,8,26,22,14,32,20
"18735",29,25,72,24,21,38,22
"18736",4,9,2,8,6,4,1
"18737",27,49,47,38,45,51,36
"18738",28,27,39,35,20,41,38
"18739",34,28,29,37,28,39,44
"18740",3,4,2,3,9,4,5
"18741",0,0,0,1,1,1,2
"18742",116,71,84,87,83,136,157
"18743",7,11,12,6,42,20,17
"18744",3,25,21,19,22,48,4
"18745",9,1,8,5,8,38,27
"18746",33,25,23,25,31,50,49
"18747",26,19,29,12,38,65,87
"18748",12,8,7,9,12,7,9
"18749",0,1,0,0,0,1,0
"18750",9,14,14,6,8,2,6
"18751",7,11,17,8,13,23,22
"18752",10,6,7,9,13,19,25
"18753",6,2,3,2,4,11,19
"18754",12,16,12,8,12,10,10
"18755",82,116,101,98,115,61,24
"18756",48,68,74,105,104,196,288
"18757",318,269,245,261,310,513,568
"18758",8,3,5,3,4,3,6
"18759",1,3,4,11,1,4,3
"18760",0,4,2,1,6,5,6
"18761",0,1,2,1,1,2,1
"18762",355,334,357,416,409,364,282
"18763",45,31,37,26,30,40,32
"18764",11,5,6,12,13,15,23
"18765",1,0,2,1,0,3,0
"18766",16,9,22,16,8,36,27
"18767",2,5,2,2,7,3,5
"18768",42,34,29,19,35,30,36
"18769",17,13,21,16,25,31,36
"18770",15,13,16,13,10,23,19
"18771",1,0,1,0,2,1,0
"18772",3,4,3,5,4,5,3
"18773",20,18,31,31,39,42,29
"18774",2,0,8,4,4,8,1
"18775",26,23,20,17,30,23,26
"18776",1,0,1,4,4,6,7
"18777",5,5,3,4,3,1,4
"18778",575,761,731,676,397,196,144
"18779",0,3,2,1,0,3,1
"18780",36,38,27,28,33,47,52
"18781",3,4,4,1,8,1,1
"18782",233,259,283,226,363,660,769
"18783",104,63,91,72,86,164,188
"18784",34,29,25,31,28,20,24
"18785",0,3,0,1,1,2,3
"18786",3,2,1,0,0,1,0
"18787",4,4,4,2,1,7,0
"18788",89,77,75,59,74,138,103
"18789",7,1,3,7,9,17,18
"18790",4,2,6,3,7,12,9
"18791",6,4,5,0,3,7,1
"18792",22,12,14,22,17,29,45
"18793",5,2,0,3,2,7,12
"18794",169,107,127,132,148,234,295
"18795",25,26,29,18,24,39,27
"18796",3,1,0,3,2,4,19
"18797",2,1,4,0,4,1,6
"18798",18,26,35,35,33,33,10
"18799",57,45,118,91,106,128,73
"18800",4,5,3,2,7,5,5
"18801",13,20,14,25,33,19,21
"18802",3,2,6,5,6,14,13
"18803",0,2,1,3,4,27,8
"18804",25,33,48,66,87,127,125
"18805",11,6,2,6,16,32,24
"18806",0,0,0,0,2,1,2
"18807",21,15,24,23,23,42,33
"18808",10,7,11,15,14,19,1
"18809",8,12,10,13,28,59,45
"18810",59,39,34,37,50,78,72
"18811",49,83,115,107,110,121,3
"18812",1,2,1,4,2,3,2
"18813",11,15,11,11,9,10,18
"18814",24,41,48,44,35,37,51
"18815",3,3,3,1,4,6,3
"18816",31,15,21,25,30,55,70
"18817",58,55,52,56,58,111,41
"18818",2,4,2,1,6,1,4
"18819",29,40,31,43,47,48,39
"18820",0,0,0,0,1,1,0
"18821",1,1,1,3,5,0,3
"18822",131,141,142,150,165,205,191
"18823",9,7,14,5,18,23,20
"18824",0,4,1,1,0,2,1
"18825",0,0,0,0,2,1,5
"18826",22,9,26,29,31,40,35
"18827",1,0,0,1,2,1,1
"18828",0,0,0,0,0,3,3
"18829",51,68,66,66,100,131,81
"18830",23,26,19,28,28,23,26
"18831",3,0,3,4,4,1,2
"18832",8,8,12,3,13,18,9
"18833",17,11,22,11,18,17,22
"18834",18,26,20,29,31,18,44
"18835",482,390,399,378,520,723,856
"18836",20,30,44,22,23,25,29
"18837",4,2,4,4,1,8,0
"18838",25,37,30,32,34,37,27
"18839",28,28,23,18,30,62,85
"18840",9,12,4,8,10,11,12
"18841",1,2,1,0,0,0,2
"18842",14,10,12,10,10,17,20
"18843",4,2,4,5,12,11,10
"18844",12,3,5,4,6,86,8
"18845",2,4,3,8,8,10,7
"18846",7,8,17,9,20,22,14
"18847",0,0,0,0,0,2,2
"18848",19,24,22,22,29,12,21
"18849",37,33,36,41,48,58,59
"18850",13,15,16,16,11,7,3
"18851",4,2,2,1,4,4,3
"18852",211,157,176,212,213,320,274
"18853",267,306,307,288,312,299,304
"18854",0,3,1,3,0,3,1
"18855",16,21,21,18,16,29,22
"18856",276,229,243,234,363,630,485
"18857",353,239,200,255,277,483,477
"18858",3,3,5,4,9,5,6
"18859",32,26,20,28,36,44,43
"18860",0,0,0,0,0,1,0
"18861",3,18,10,7,5,21,22
"18862",10,12,12,4,5,9,8
"18863",4,6,3,4,5,4,1
"18864",20,13,13,16,12,17,9
"18865",143,82,90,92,110,215,256
"18866",4,1,2,10,12,17,9
"18867",10,13,13,6,9,9,7
"18868",6,10,10,8,13,10,10
"18869",6,10,5,7,5,23,19
"18870",40,72,81,60,78,100,25
"18871",12,13,10,8,6,10,20
"18872",2,1,1,1,1,3,3
"18873",11,18,18,29,22,31,17
"18874",13,25,20,38,39,54,41
"18875",3,6,10,7,10,13,7
"18876",4,6,6,5,5,6,11
"18877",47,33,37,44,50,66,63
"18878",32,34,48,51,56,72,87
"18879",611,458,562,425,577,975,959
"18880",2,2,1,2,0,1,4
"18881",0,0,0,0,1,2,0
"18882",10,12,16,12,11,11,8
"18883",42,38,30,41,59,63,61
"18884",8,21,56,43,75,108,73
"18885",4,4,3,6,6,11,6
"18886",0,1,0,0,0,0,1
"18887",5,2,4,2,3,6,12
"18888",6,7,8,7,4,16,9
"18889",1,8,2,2,8,8,7
"18890",84,83,87,92,117,189,140
"18891",20,18,23,18,24,21,11
"18892",1,1,3,0,2,1,1
"18893",11,10,12,12,5,6,13
"18894",1,0,3,2,0,0,2
"18895",1,4,6,2,9,8,13
"18896",2,0,1,3,2,7,6
"18897",51,26,24,48,60,128,118
"18898",17,28,15,19,25,26,22
"18899",385,292,308,284,302,554,752
"18900",18,27,25,25,36,30,6
"18901",1,0,0,0,2,0,0
"18902",20,26,34,36,29,50,48
"18903",6,8,8,13,17,26,19
"18904",32,36,47,60,43,47,19
"18905",0,1,1,1,0,1,0
"18906",94,90,69,82,77,89,88
"18907",45,40,47,35,57,83,82
"18908",49,33,27,29,65,78,86
"18909",3,5,2,3,3,2,4
"18910",1,0,4,0,2,0,0
"18911",1,1,0,0,0,4,0
"18912",28,37,23,32,35,146,175
"18913",35,22,33,30,25,48,42
"18914",14,11,18,17,19,14,2
"18915",5,4,1,7,6,6,9
"18916",6,4,4,4,7,15,11
"18917",82,59,101,89,97,80,77
"18918",0,2,3,1,0,5,5
"18919",43,34,31,28,28,61,67
"18920",1,2,1,1,0,2,1
"18921",23,32,35,29,61,105,61
"18922",9,10,6,5,8,7,11
"18923",3,21,25,21,44,55,46
"18924",4,6,4,5,4,5,4
"18925",26,32,31,23,34,46,57
"18926",2,0,0,0,2,1,0
"18927",38,20,27,21,23,25,38
"18928",3,3,2,5,1,1,0
"18929",153,53,39,51,71,71,90
"18930",27,37,37,41,41,118,84
"18931",18,33,31,30,20,26,21
"18932",48,55,35,37,52,62,89
"18933",8,6,10,9,15,27,5
"18934",8,4,14,14,12,15,7
"18935",14,10,14,13,19,60,50
"18936",1,0,3,1,0,1,1
"18937",766,559,547,639,889,1286,1334
"18938",3,7,8,13,5,19,6
"18939",4,11,6,6,15,8,8
"18940",2,3,1,1,0,2,1
"18941",6,9,0,3,0,0,0
"18942",4,5,5,7,0,1,0
"18943",0,1,1,2,0,1,1
"18944",1,0,2,0,1,0,0
"18945",76,74,120,95,135,261,262
"18946",0,2,2,2,0,3,7
